IDADE,SALARIO_ANUAL,SIT_PROPIEDADE,TEMPO_DE_TRABALHO,MOTIVO,PONTUACAO_EMPRESTIMO,VALOR_TOTAL_SOLICITADO,TAXAS_JUROS,POSSIB_INADIMPLENCIA,RENDA_PERCENTUAL,INADIMPLENCIA,TEMPO_PRIMEIRA_SOL_CRED
40,68000,HIPOTECADA,1,PESSOAL,A,9200,8.94,0,0.14,0,11
21,23000,OUTROS,0,EDUCATIVO,B,2400,12.21,0,0.1,0,4
24,52000,HIPOTECADA,6,EMPREENDIMENTO,D,12000,14.83,0,0.23,0,3
45,36000,ALUGADA,2,EDUCATIVO,C,6000,NULL,0,0.17,0,12
26,64000,ALUGADA,8,EDUCATIVO,B,7500,9.83,0,0.12,0,4
28,43200,PROPIA,5,PESSOAL,B,12250,9.99,0,0.28,0,6
22,63600,PROPIA,1,EMPREENDIMENTO,A,4000,6.76,0,0.06,0,2
22,33000,ALUGADA,5,"PAGAMENTO DE DEBITOS",A,4000,7.88,0,0.12,0,4
25,157000,HIPOTECADA,8,PESSOAL,A,28000,7.49,0,0.18,0,4
34,43920,ALUGADA,2,"PAGAMENTO DE DEBITOS",C,16400,11.03,1,0.37,1,10
23,90000,ALUGADA,0,"PAGAMENTO DE DEBITOS",B,25000,11.36,0,0.28,0,3
25,125000,ALUGADA,9,EDUCATIVO,C,21000,12.99,0,0.17,1,3
27,78000,HIPOTECADA,1,EMPREENDIMENTO,A,5125,8.59,0,0.07,0,8
22,36000,HIPOTECADA,2,PESSOAL,A,12000,7.51,0,0.33,0,4
24,83000,HIPOTECADA,NULL,EMPREENDIMENTO,B,5775,9.99,0,0.07,0,4
25,24000,ALUGADA,NULL,PESSOAL,B,4000,11.71,0,0.17,0,3
27,15120,ALUGADA,6,PESSOAL,B,3050,10.38,1,0.2,0,5
22,26400,ALUGADA,1,EDUCATIVO,A,10000,7.49,1,0.38,0,3
34,31500,HIPOTECADA,16,PESSOAL,B,6000,NULL,0,0.19,0,8
28,42240,PROPIA,2,PESSOAL,B,12000,11.86,0,0.28,0,6
22,69996,PROPIA,2,MEDICO,C,8000,12.84,0,0.11,1,4
23,54000,ALUGADA,6,"PAGAMENTO DE DEBITOS",D,20000,14.84,1,0.37,1,3
23,57744,HIPOTECADA,7,PESSOAL,B,2500,10.37,0,0.04,0,2
24,40000,ALUGADA,8,MEDICO,B,2800,10.25,0,0.07,0,2
24,65004,ALUGADA,0,"MELHORA DO LAR",B,3200,9.99,0,0.05,0,4
36,47000,HIPOTECADA,0,EDUCATIVO,A,5500,7.14,0,0.12,0,16
26,83300,HIPOTECADA,0,MEDICO,D,28000,15.62,1,0.29,1,2
26,200100,HIPOTECADA,10,PESSOAL,B,30000,11.71,0,0.15,0,4
24,45000,ALUGADA,NULL,EDUCATIVO,D,NULL,NULL,0,0.28,0,5
24,72000,ALUGADA,5,EDUCATIVO,D,7400,15.65,0,0.1,1,3
22,33000,PROPIA,6,PESSOAL,B,12000,9.91,0,0.36,0,2
34,65000,HIPOTECADA,3,EMPREENDIMENTO,A,5000,6.99,0,0.08,0,7
24,74004,PROPIA,2,EDUCATIVO,D,5000,14.09,0,0.07,0,4
24,80000,HIPOTECADA,2,PESSOAL,A,20000,6.54,0,0.25,0,4
30,37000,ALUGADA,2,EMPREENDIMENTO,A,10000,7.88,0,0.27,0,6
26,57000,HIPOTECADA,10,EMPREENDIMENTO,B,2500,11.58,0,0.04,0,3
25,45996,ALUGADA,2,"PAGAMENTO DE DEBITOS",G,5000,NULL,1,0.11,1,4
21,74880,HIPOTECADA,5,PESSOAL,A,8500,7.14,0,0.11,0,2
24,50000,HIPOTECADA,7,PESSOAL,D,9000,NULL,0,0.18,1,3
23,56000,ALUGADA,NULL,EDUCATIVO,A,5300,NULL,0,NULL,0,4
33,45000,HIPOTECADA,3,EDUCATIVO,D,8000,16.49,1,0.18,0,7
26,28000,ALUGADA,4,MEDICO,A,9500,8.94,1,0.34,0,4
35,158000,PROPIA,14,EDUCATIVO,B,10000,9.63,0,0.06,0,10
38,110000,HIPOTECADA,16,MEDICO,A,3000,8.49,0,0.03,0,17
35,100000,ALUGADA,0,MEDICO,A,5000,7.74,0,0.05,0,7
32,24000,ALUGADA,3,"PAGAMENTO DE DEBITOS",A,10800,7.75,1,0.45,0,8
25,106000,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",A,12000,6.54,0,0.11,0,2
22,54996,ALUGADA,6,EDUCATIVO,C,2500,14.35,0,0.05,1,4
27,60000,HIPOTECADA,6,PESSOAL,A,10000,7.49,0,0.17,0,7
23,48500,ALUGADA,5,"PAGAMENTO DE DEBITOS",A,3850,8.49,0,0.08,0,4
23,38896,ALUGADA,2,PESSOAL,C,7200,13.48,0,0.19,1,3
36,25000,ALUGADA,4,MEDICO,D,8000,15.65,1,0.32,0,13
31,29000,ALUGADA,5,MEDICO,D,9000,15.37,1,0.31,0,9
33,45180,HIPOTECADA,0,EMPREENDIMENTO,A,7000,8,0,0.15,0,7
23,42000,HIPOTECADA,8,MEDICO,B,7600,6,0,0.18,0,2
25,94400,HIPOTECADA,4,PESSOAL,A,35000,7.49,0,0.37,0,3
25,53000,HIPOTECADA,2,EMPREENDIMENTO,B,10750,11.14,0,0.2,0,2
24,37876,ALUGADA,4,MEDICO,B,8000,9.63,0,0.21,0,2
23,44004,ALUGADA,3,EDUCATIVO,D,2400,14.09,0,0.05,1,4
24,53117,ALUGADA,1,PESSOAL,C,2000,13.79,0,0.04,0,2
28,113000,HIPOTECADA,1,PESSOAL,F,13200,18.67,1,0.12,0,10
27,20000,ALUGADA,0,PESSOAL,B,8000,11.89,1,0.4,0,10
41,37200,ALUGADA,4,PESSOAL,A,7000,9.32,0,0.19,0,16
46,8088,ALUGADA,15,MEDICO,D,1600,14.42,1,0.2,1,11
38,34000,ALUGADA,8,MEDICO,D,9500,14.46,1,0.28,0,15
28,143000,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",E,25000,17.93,1,0.17,0,6
27,46800,HIPOTECADA,5,EDUCATIVO,B,6000,9.99,0,0.13,0,6
28,24000,ALUGADA,NULL,MEDICO,D,7950,15.99,1,0.33,0,5
22,53913,HIPOTECADA,6,EMPREENDIMENTO,A,11500,5.99,0,0.21,0,4
24,45000,ALUGADA,0,EMPREENDIMENTO,A,2000,7.51,0,0.04,0,4
42,57996,ALUGADA,26,EMPREENDIMENTO,A,6000,8.59,0,0.1,0,12
22,40000,HIPOTECADA,6,"PAGAMENTO DE DEBITOS",A,4750,NULL,0,0.12,0,3
28,33996,HIPOTECADA,5,PESSOAL,A,12000,NULL,1,0.35,0,8
27,21403,HIPOTECADA,2,"MELHORA DO LAR",B,2100,11.12,0,0.1,0,7
22,20000,ALUGADA,2,EDUCATIVO,C,3000,13.11,0,0.15,0,4
30,43000,ALUGADA,2,"PAGAMENTO DE DEBITOS",A,14400,6.99,1,0.33,0,10
29,40000,HIPOTECADA,9,EDUCATIVO,C,1400,14.26,0,0.04,1,5
26,84000,ALUGADA,4,"PAGAMENTO DE DEBITOS",B,15000,10.14,0,0.18,0,4
22,42000,HIPOTECADA,6,EDUCATIVO,C,14750,12.99,0,0.35,0,4
26,55000,ALUGADA,0,EDUCATIVO,A,4000,6.92,0,0.07,0,4
22,35000,ALUGADA,2,MEDICO,A,6000,7.49,0,0.17,0,2
28,70920,HIPOTECADA,12,PESSOAL,A,7600,6.03,0,0.11,0,9
35,97500,HIPOTECADA,19,MEDICO,A,8000,5.42,0,0.08,0,9
24,80000,ALUGADA,3,EMPREENDIMENTO,C,20000,13.06,0,0.25,0,4
23,90000,HIPOTECADA,NULL,PESSOAL,A,3000,6.03,0,0.03,0,4
27,46800,HIPOTECADA,5,"MELHORA DO LAR",B,6000,9.99,0,0.13,0,7
26,150000,HIPOTECADA,8,MEDICO,C,35000,15.96,0,0.23,0,3
52,116000,HIPOTECADA,6,PESSOAL,B,12800,9.99,0,0.11,0,23
24,49000,HIPOTECADA,5,"MELHORA DO LAR",A,2700,6.92,0,0.06,0,4
33,69996,ALUGADA,2,"MELHORA DO LAR",B,9000,11.58,0,0.13,0,5
26,30000,ALUGADA,4,EMPREENDIMENTO,B,4000,10.75,0,0.13,0,3
25,75000,ALUGADA,1,"MELHORA DO LAR",C,11250,NULL,0,0.15,0,3
26,65000,ALUGADA,3,EDUCATIVO,A,7000,NULL,0,0.11,0,2
31,36000,ALUGADA,14,EDUCATIVO,C,7000,13.72,0,0.19,0,8
31,21000,ALUGADA,13,EDUCATIVO,D,3000,15.28,0,0.14,1,8
24,66500,ALUGADA,0,PESSOAL,A,15000,6.54,0,0.23,0,3
22,62400,ALUGADA,6,EMPREENDIMENTO,A,9000,8.49,0,0.14,0,3
25,133900,HIPOTECADA,9,EMPREENDIMENTO,D,7500,13.49,1,0.06,1,2
26,5500,ALUGADA,0,EDUCATIVO,A,1000,9.63,1,0.18,0,3
22,50000,ALUGADA,0,"PAGAMENTO DE DEBITOS",B,13000,12.42,0,0.26,0,2
25,43200,PROPIA,9,EMPREENDIMENTO,B,13800,11.48,0,0.32,0,2
35,44000,ALUGADA,8,"PAGAMENTO DE DEBITOS",A,10000,6.54,0,0.23,0,6
22,21000,ALUGADA,5,MEDICO,B,4800,10.75,0,0.23,0,3
31,31500,ALUGADA,2,MEDICO,B,4200,9.99,0,0.13,0,7
25,74000,HIPOTECADA,9,EMPREENDIMENTO,A,12000,6.03,0,0.16,0,3
22,45000,ALUGADA,7,EDUCATIVO,C,6200,13.79,0,0.14,0,3
21,41000,ALUGADA,4,EDUCATIVO,B,3500,10.75,0,0.09,0,3
21,120000,ALUGADA,4,"PAGAMENTO DE DEBITOS",B,10000,9.99,0,0.08,0,3
23,73500,ALUGADA,7,PESSOAL,D,6000,14.96,0,0.08,1,4
26,40610,HIPOTECADA,7,"MELHORA DO LAR",A,3500,7.14,0,0.09,0,4
25,51000,HIPOTECADA,6,EDUCATIVO,E,16750,16.4,0,0.33,0,3
35,54000,ALUGADA,1,MEDICO,D,9000,14.46,1,0.17,0,9
48,83500,ALUGADA,7,EDUCATIVO,A,10200,5.79,0,0.12,0,14
24,50000,ALUGADA,3,EDUCATIVO,E,12000,17.14,0,0.24,0,4
23,113316,HIPOTECADA,7,EDUCATIVO,B,3000,NULL,0,0.03,0,3
26,120000,ALUGADA,11,"MELHORA DO LAR",C,10000,12.68,0,0.08,0,2
22,18984,ALUGADA,6,"MELHORA DO LAR",C,2500,14.22,1,0.13,1,2
24,65000,ALUGADA,4,EDUCATIVO,D,21250,15.95,1,0.33,1,4
29,74000,HIPOTECADA,3,EDUCATIVO,D,3000,16.32,1,0.04,0,6
26,24000,ALUGADA,3,EDUCATIVO,B,5400,11.49,0,0.23,0,3
24,46000,HIPOTECADA,9,EDUCATIVO,A,12000,7.88,1,0.26,0,4
23,48000,HIPOTECADA,8,EMPREENDIMENTO,A,10500,7.51,0,0.22,0,2
32,45000,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",A,5000,5.79,0,0.11,0,5
26,185000,ALUGADA,0,EMPREENDIMENTO,A,13500,5.99,0,0.07,0,3
23,55000,HIPOTECADA,1,EDUCATIVO,B,10000,10.75,0,0.18,0,4
22,56400,ALUGADA,2,"PAGAMENTO DE DEBITOS",A,9500,8.9,0,0.17,0,4
23,78000,ALUGADA,1,EMPREENDIMENTO,B,25000,10.62,1,0.32,0,3
29,50000,PROPIA,3,MEDICO,B,4200,9.91,0,0.08,0,6
21,18000,ALUGADA,NULL,EMPREENDIMENTO,C,2400,14.72,0,0.13,0,2
22,35000,ALUGADA,3,EDUCATIVO,A,4800,5.42,0,0.14,0,3
29,47340,ALUGADA,5,"PAGAMENTO DE DEBITOS",B,2000,9.99,0,0.04,0,6
28,20000,ALUGADA,2,"MELHORA DO LAR",C,4000,13.11,1,0.2,0,6
42,54000,ALUGADA,4,"PAGAMENTO DE DEBITOS",C,16000,12.87,1,0.3,1,14
34,43000,ALUGADA,1,MEDICO,A,6400,9.63,0,0.15,0,5
28,60000,HIPOTECADA,12,MEDICO,C,14400,13.49,0,0.24,0,7
22,50000,HIPOTECADA,0,PESSOAL,B,2500,12.18,0,0.05,0,4
22,81800,HIPOTECADA,6,EDUCATIVO,A,2500,6.39,0,0.03,0,2
23,60000,HIPOTECADA,7,MEDICO,A,3000,8.9,0,0.05,0,4
28,47004,HIPOTECADA,12,PESSOAL,C,10000,13.61,1,0.21,1,6
29,111740,HIPOTECADA,4,PESSOAL,C,5000,14.27,0,0.04,1,6
23,60000,ALUGADA,1,"PAGAMENTO DE DEBITOS",A,9000,7.51,0,0.15,0,3
37,117000,HIPOTECADA,3,PESSOAL,A,10000,8.94,0,0.09,0,11
26,45000,ALUGADA,6,MEDICO,A,3575,NULL,0,0.08,0,2
26,73000,HIPOTECADA,5,MEDICO,C,14400,13.61,0,0.2,0,4
24,100000,HIPOTECADA,3,EDUCATIVO,A,10000,5.99,0,0.1,0,2
24,40000,HIPOTECADA,5,EMPREENDIMENTO,A,8000,NULL,0,0.2,0,4
32,33600,PROPIA,0,EDUCATIVO,D,8000,16.02,0,0.24,0,7
21,60000,ALUGADA,3,"PAGAMENTO DE DEBITOS",B,5600,9.25,0,0.09,0,3
22,24000,HIPOTECADA,2,"PAGAMENTO DE DEBITOS",B,5000,10.99,0,0.21,0,4
32,25000,,12,EMPREENDIMENTO,B,2500,7.14,NULL,0.08,0,4
21,12000,ALUGADA,NULL,EMPREENDIMENTO,B,3200,11.49,1,0.27,0,2
22,36000,HIPOTECADA,6,PESSOAL,D,1400,14.84,0,0.04,1,4
24,83000,ALUGADA,5,PESSOAL,D,25000,12.92,0,0.3,1,3
32,69996,ALUGADA,4,EMPREENDIMENTO,D,25000,15.95,1,0.36,1,10
22,12996,ALUGADA,2,MEDICO,A,3500,8.59,1,0.27,0,4
23,60000,HIPOTECADA,0,MEDICO,B,15000,10.37,0,0.25,0,4
31,55000,HIPOTECADA,0,EMPREENDIMENTO,A,4500,7.14,0,0.08,0,6
41,67500,ALUGADA,3,"MELHORA DO LAR",B,7500,9.88,0,0.11,0,15
22,89000,HIPOTECADA,6,EMPREENDIMENTO,C,16000,13.22,0,0.18,0,2
34,124000,HIPOTECADA,3,"MELHORA DO LAR",A,12000,7.51,0,0.1,0,5
22,91000,PROPIA,5,EDUCATIVO,A,15000,7.88,0,0.16,0,2
34,33000,ALUGADA,5,"PAGAMENTO DE DEBITOS",A,4500,NULL,0,0.14,0,9
24,26400,ALUGADA,5,MEDICO,A,10000,6.54,1,0.38,0,4
32,22884,ALUGADA,2,MEDICO,C,1200,13.22,0,0.05,0,7
29,52800,HIPOTECADA,1,PESSOAL,C,4800,14.79,0,0.09,0,9
28,89602,HIPOTECADA,4,EMPREENDIMENTO,A,4800,5.42,0,0.05,0,8
22,78972,ALUGADA,5,MEDICO,C,4000,NULL,0,0.05,1,2
28,48000,ALUGADA,12,PESSOAL,D,12500,15.95,0,0.26,0,7
22,30000,ALUGADA,1,EDUCATIVO,B,12000,10.99,1,0.4,0,3
29,75000,ALUGADA,4,"MELHORA DO LAR",C,4000,12.68,0,0.05,0,5
29,115742,HIPOTECADA,13,PESSOAL,A,7000,6.62,0,0.06,0,8
26,201450,HIPOTECADA,2,MEDICO,E,8000,16.95,1,0.03,0,4
22,57000,HIPOTECADA,4,EDUCATIVO,A,12875,7.9,0,0.23,0,2
21,42000,ALUGADA,5,EMPREENDIMENTO,D,1000,15.58,1,0.02,0,4
31,75000,HIPOTECADA,0,EDUCATIVO,D,20000,14.74,0,0.27,0,10
23,45000,HIPOTECADA,0,"PAGAMENTO DE DEBITOS",A,1450,NULL,0,0.03,0,2
26,95000,ALUGADA,0,EMPREENDIMENTO,B,12000,10.65,0,0.13,0,3
36,51996,PROPIA,7,"MELHORA DO LAR",B,8500,11.49,0,0.16,0,16
23,40000,ALUGADA,5,"PAGAMENTO DE DEBITOS",C,10000,13.22,0,0.25,1,4
33,43200,HIPOTECADA,2,"PAGAMENTO DE DEBITOS",A,5000,7.51,0,0.12,0,8
23,34800,ALUGADA,0,MEDICO,B,7000,11.99,1,0.2,0,2
25,60000,ALUGADA,3,EMPREENDIMENTO,A,12000,5.42,0,0.2,0,3
32,65453,ALUGADA,15,,C,7000,NULL,0,0.15,0,2
31,25000,ALUGADA,0,PESSOAL,A,2500,7.4,0,0.1,0,6
27,67000,HIPOTECADA,1,PESSOAL,A,4200,NULL,0,0.06,0,5
25,170000,PROPIA,4,EDUCATIVO,B,20000,12.53,0,0.12,0,4
26,47500,ALUGADA,10,PESSOAL,E,19000,16.7,1,0.4,1,4
50,120000,HIPOTECADA,0,"MELHORA DO LAR",D,5575,15.2,0,0.05,1,13
45,19368,ALUGADA,0,"MELHORA DO LAR",D,6700,12.92,1,0.35,1,15
23,48000,PROPIA,5,MEDICO,B,2400,12.69,0,0.05,0,4
28,70000,ALUGADA,4,"MELHORA DO LAR",B,2400,10.65,0,0.03,0,7
23,43200,PROPIA,6,EMPREENDIMENTO,E,13000,15.95,0,0.3,0,2
27,46300,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",C,11500,13.48,0,0.25,1,8
36,120000,PROPIA,21,PESSOAL,D,10000,13.3,0,0.08,1,13
36,42000,PROPIA,2,MEDICO,C,2000,15.62,0,0.05,1,13
27,90000,ALUGADA,11,PESSOAL,B,15600,12.69,0,0.17,0,9
22,46500,HIPOTECADA,0,"PAGAMENTO DE DEBITOS",B,9500,12.69,1,0.2,0,4
23,30000,ALUGADA,0,EDUCATIVO,C,6300,14.35,0,0.21,0,4
51,120000,HIPOTECADA,2,PESSOAL,A,30000,7.9,0,0.25,0,22
27,90000,HIPOTECADA,4,PESSOAL,A,15000,NULL,0,0.17,0,6
33,55000,HIPOTECADA,7,EMPREENDIMENTO,B,3500,10.65,0,0.06,0,10
25,46000,HIPOTECADA,4,EDUCATIVO,C,2125,12.99,0,0.05,1,2
24,120000,HIPOTECADA,9,EDUCATIVO,B,20000,9.99,0,0.17,0,4
23,54000,ALUGADA,7,PESSOAL,C,12000,NULL,0,0.22,1,3
23,21000,ALUGADA,3,"PAGAMENTO DE DEBITOS",D,3750,15.65,1,0.18,0,2
22,75000,ALUGADA,6,EDUCATIVO,B,6000,NULL,1,0.08,0,2
21,31000,HIPOTECADA,5,PESSOAL,A,6000,7.51,0,0.19,0,4
26,85000,ALUGADA,10,EDUCATIVO,B,7000,12.42,0,0.08,0,4
32,54000,ALUGADA,7,"PAGAMENTO DE DEBITOS",D,1500,14.42,1,0.03,0,9
23,87000,HIPOTECADA,0,"PAGAMENTO DE DEBITOS",C,7500,11.28,0,0.09,1,4
28,40000,,12,,B,6400,9.91,0,0.13,0,4
32,101000,ALUGADA,0,EDUCATIVO,D,15000,17.58,1,0.15,0,8
30,73008,ALUGADA,5,EMPREENDIMENTO,B,8000,9.99,0,0.11,0,7
22,32484,HIPOTECADA,6,"MELHORA DO LAR",A,6250,7.51,1,0.19,0,4
23,34255,ALUGADA,7,EMPREENDIMENTO,G,6000,22.11,1,0.18,1,3
30,108000,HIPOTECADA,14,"MELHORA DO LAR",B,5000,10.99,0,0.05,0,5
26,77100,ALUGADA,6,"PAGAMENTO DE DEBITOS",A,8350,6.99,0,0.11,0,3
27,75000,ALUGADA,3,MEDICO,B,20000,11.83,0,0.27,0,10
25,65000,ALUGADA,4,"MELHORA DO LAR",C,15000,13.49,0,0.23,1,3
26,75000,HIPOTECADA,5,"MELHORA DO LAR",A,12500,5.99,0,0.17,0,2
27,30000,ALUGADA,5,PESSOAL,B,4975,10.37,0,0.17,0,9
24,39000,ALUGADA,8,MEDICO,D,1500,15.62,0,0.04,1,3
22,23900,ALUGADA,0,PESSOAL,B,9000,NULL,1,0.38,0,2
27,26400,ALUGADA,9,EDUCATIVO,B,10000,10.25,1,0.38,0,9
26,19800,ALUGADA,0,MEDICO,C,4725,11.22,1,0.24,0,3
NULL,NULL,ALUGADA,9,"MELHORA DO LAR",D,16000,11.99,1,0.2,0,3
25,96000,HIPOTECADA,9,"PAGAMENTO DE DEBITOS",B,18250,11.11,0,0.19,0,4
31,39000,ALUGADA,5,MEDICO,B,9000,10.71,0,0.23,0,6
27,119000,HIPOTECADA,0,MEDICO,B,8800,NULL,0,0.07,0,7
33,98000,ALUGADA,2,EDUCATIVO,A,20000,6.91,0,0.2,0,5
25,36276,ALUGADA,0,EDUCATIVO,B,5600,9.99,0,0.15,0,4
27,73580,HIPOTECADA,3,EDUCATIVO,D,19950,14.96,0,0.27,0,7
26,55000,ALUGADA,10,PESSOAL,B,12000,12.42,0,0.22,0,3
29,70000,HIPOTECADA,13,MEDICO,A,10000,6.99,0,0.14,0,5
25,126500,HIPOTECADA,2,EDUCATIVO,B,2000,NULL,0,0.02,0,2
21,25000,ALUGADA,1,PESSOAL,A,10000,NULL,1,0.4,0,4
24,89000,HIPOTECADA,1,EMPREENDIMENTO,D,25000,15.65,1,0.28,1,4
23,108000,HIPOTECADA,7,"PAGAMENTO DE DEBITOS",C,4000,NULL,1,0.04,0,2
25,74004,ALUGADA,2,"PAGAMENTO DE DEBITOS",D,7500,12.61,1,0.1,1,4
28,160000,PROPIA,12,PESSOAL,B,23000,11.83,0,0.14,0,8
30,68000,,11,EDUCATIVO,B,NULL,17.93,1,0.21,0,4
27,49600,ALUGADA,2,EMPREENDIMENTO,D,8400,NULL,1,0.17,1,5
24,29004,ALUGADA,5,MEDICO,B,8725,12.18,0,0.3,0,2
25,31000,ALUGADA,9,EDUCATIVO,A,7000,7.51,0,0.23,0,4
26,62100,HIPOTECADA,8,PESSOAL,C,1600,12.61,0,0.03,0,4
28,35000,PROPIA,2,EMPREENDIMENTO,B,15000,NULL,0,0.43,0,7
22,55000,HIPOTECADA,6,PESSOAL,C,13000,13.85,0,0.24,0,3
23,29000,ALUGADA,7,EDUCATIVO,C,8000,12.73,1,0.28,0,3
25,50000,HIPOTECADA,7,PESSOAL,C,6600,12.61,0,0.13,1,3
22,60000,ALUGADA,5,"PAGAMENTO DE DEBITOS",C,2500,NULL,0,0.04,1,4
24,89772,ALUGADA,8,"PAGAMENTO DE DEBITOS",C,6000,13.92,0,0.07,1,3
27,34560,HIPOTECADA,8,"MELHORA DO LAR",E,10625,16.4,0,0.31,0,7
26,97000,ALUGADA,1,EDUCATIVO,A,21000,7.9,0,0.22,0,3
34,42000,ALUGADA,2,MEDICO,B,2500,10.59,0,0.06,0,6
24,14400,ALUGADA,NULL,MEDICO,D,3825,NULL,1,0.27,0,2
24,74004,HIPOTECADA,8,"PAGAMENTO DE DEBITOS",D,8000,15.21,1,0.11,0,3
23,75000,ALUGADA,7,EDUCATIVO,A,5000,7.49,0,0.07,0,3
31,85000,ALUGADA,6,MEDICO,B,22000,11.58,0,0.26,0,5
27,26237,ALUGADA,0,MEDICO,C,12000,13.22,1,0.46,0,7
29,35000,ALUGADA,1,MEDICO,A,5000,NULL,0,0.14,0,9
46,80000,HIPOTECADA,13,"MELHORA DO LAR",D,20000,14.54,0,0.25,0,13
26,20000,ALUGADA,9,EDUCATIVO,A,6200,5.99,1,0.31,0,4
33,44136,HIPOTECADA,2,EDUCATIVO,A,5000,NULL,0,0.11,0,8
26,93492,ALUGADA,0,PESSOAL,B,20000,9.45,0,0.21,0,2
21,24000,ALUGADA,2,EDUCATIVO,C,1500,13.85,0,0.06,1,4
34,147000,ALUGADA,1,EDUCATIVO,A,15000,8.94,0,0.1,0,5
21,55000,HIPOTECADA,0,PESSOAL,B,10000,10.25,0,0.18,0,2
28,60000,HIPOTECADA,4,"PAGAMENTO DE DEBITOS",A,8000,7.88,0,0.13,0,5
26,64000,HIPOTECADA,2,PESSOAL,D,8000,14.96,0,0.13,1,2
26,NULL,ALUGADA,4,EDUCATIVO,A,10000,14.72,NULL,0.13,1,3
NULL,NULL,ALUGADA,0,"MELHORA DO LAR",A,23800,6.91,1,0.4,0,15
23,67200,HIPOTECADA,7,EDUCATIVO,A,5525,6.99,0,0.08,0,4
25,34000,HIPOTECADA,1,EDUCATIVO,C,7000,11.28,0,0.21,0,2
31,50000,ALUGADA,15,PESSOAL,A,2000,5.42,1,0.04,0,8
29,66000,ALUGADA,4,EMPREENDIMENTO,A,10000,7.9,0,0.15,0,6
33,55000,HIPOTECADA,3,MEDICO,A,1775,7.49,0,0.03,0,7
22,32968,ALUGADA,2,"PAGAMENTO DE DEBITOS",D,5000,14.61,1,0.15,0,3
25,33000,HIPOTECADA,9,EMPREENDIMENTO,A,5000,8.49,0,0.15,0,3
28,87504,HIPOTECADA,2,PESSOAL,D,12000,15.21,0,0.14,1,10
28,86000,ALUGADA,13,MEDICO,A,8000,5.99,0,0.09,0,10
24,44400,ALUGADA,4,EDUCATIVO,F,15650,21.74,1,0.35,0,4
26,34000,ALUGADA,8,MEDICO,D,5050,16.89,1,0.15,0,4
25,66300,HIPOTECADA,6,MEDICO,C,20000,15.27,1,0.26,0,4
24,50000,HIPOTECADA,8,EDUCATIVO,A,3000,7.66,0,0.06,0,2
44,65000,ALUGADA,16,MEDICO,A,2000,7.9,0,0.03,0,14
35,80000,PROPIA,5,PESSOAL,D,15000,15.99,0,0.19,1,9
23,26500,ALUGADA,1,EDUCATIVO,C,2800,12.29,0,0.11,0,3
27,50400,HIPOTECADA,7,MEDICO,A,11000,8.94,0,0.22,0,5
31,62004,ALUGADA,1,EMPREENDIMENTO,C,10000,12.84,0,0.16,0,5
25,90000,HIPOTECADA,5,EMPREENDIMENTO,C,10000,12.61,0,0.11,1,3
26,60000,ALUGADA,7,EMPREENDIMENTO,C,12800,12.84,0,0.21,0,2
27,47400,HIPOTECADA,NULL,"MELHORA DO LAR",A,13500,6.17,0,0.28,0,9
29,66000,HIPOTECADA,10,"PAGAMENTO DE DEBITOS",B,7000,9.91,0,0.11,0,6
32,50000,ALUGADA,3,PESSOAL,C,2500,13.49,0,0.05,0,7
29,65000,HIPOTECADA,7,MEDICO,B,7000,NULL,0,0.11,0,5
29,60000,HIPOTECADA,13,MEDICO,A,13500,7.51,0,0.23,0,5
24,26400,PROPIA,8,EMPREENDIMENTO,B,3000,10.59,0,0.11,0,2
22,60000,HIPOTECADA,7,EMPREENDIMENTO,B,6000,10.38,0,0.1,0,2
23,23500,ALUGADA,4,EDUCATIVO,C,3000,13.23,0,0.13,1,2
24,109000,HIPOTECADA,8,EDUCATIVO,B,6000,11.99,0,0.06,0,4
43,230004,HIPOTECADA,19,"MELHORA DO LAR",D,25000,15.58,0,0.11,1,15
23,21600,ALUGADA,2,MEDICO,D,6000,14.42,1,0.28,0,4
33,120000,HIPOTECADA,14,EMPREENDIMENTO,B,2000,12.69,0,0.02,0,9
33,70000,ALUGADA,18,EDUCATIVO,B,18000,11.89,0,0.26,0,9
23,75000,HIPOTECADA,0,"PAGAMENTO DE DEBITOS",C,9500,NULL,0,0.13,1,3
29,55044,ALUGADA,6,"MELHORA DO LAR",C,4200,NULL,0,0.08,1,9
23,24000,ALUGADA,7,EMPREENDIMENTO,C,5550,12.53,0,0.23,0,4
22,100000,HIPOTECADA,6,EDUCATIVO,B,11000,10.37,NULL,0.31,,4
22,45000,HIPOTECADA,3,EDUCATIVO,B,15000,11.36,0,0.33,0,2
43,125000,HIPOTECADA,NULL,"MELHORA DO LAR",A,8800,7.88,0,0.07,0,13
26,18000,ALUGADA,2,EDUCATIVO,D,2000,13.3,1,0.11,0,2
22,175000,HIPOTECADA,6,MEDICO,B,18000,NULL,0,0.1,0,3
25,17436,ALUGADA,NULL,EMPREENDIMENTO,B,3025,11.49,1,0.17,0,2
26,100000,HIPOTECADA,7,EMPREENDIMENTO,A,9200,6.03,0,0.09,0,3
26,96300,HIPOTECADA,10,PESSOAL,A,15000,6.17,0,0.16,0,3
